Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
[BLASTED]	Ahyacinthus20143-RA	collagen alpha-1(I) chain-like	285	9	3.16E-25	67								
[BLASTED]	Ahyacinthus20144-RA	"Tryptophan--tRNA ligase, cytoplasmic"	1027	10	0	70.75								
[BLASTED]	Ahyacinthus20714-RA	mitochondrial genome maintenance exonuclease 1-like	1194	10	0	74.17								
[BLASTED]	Ahyacinthus20716-RA	ERO1-like protein beta	1395	10	0	64.79								
[BLASTED]	Ahyacinthus20726-RA	mucin-like protein	7245	10	0	63.89								
[BLASTED]	Ahyacinthus20727-RA	mucin-like protein	933	10	3.19E-167	81.12								
[BLASTED]	Ahyacinthus20728-RA	mucin-like protein	7002	10	0	77.83								
[BLASTED]	Ahyacinthus20735-RA	DNA-directed RNA polymerases I and III subunit RPAC1-like	696	10	2.23E-130	59.45								
[BLASTED]	Ahyacinthus20732-RA	Neuron navigator 3	1686	10	0	71.42								
[BLASTED]	Ahyacinthus20736-RA	scavenger receptor class A member 3-like	621	7	8.75E-109	74.85								
[BLASTED]	Ahyacinthus20737-RA	MAM and LDL-receptor class A domain-containing protein 1-like isoform X3	8616	10	0	84.19								
[BLASTED]	Ahyacinthus20741-RA	leucine-rich repeat serine/threonine-protein kinase 2-like	1317	10	0	87.93								
[BLASTED]	Ahyacinthus20742-RA	leucine-rich repeat serine/threonine-protein kinase 2-like	1854	10	0	81.28								
[BLASTED]	Ahyacinthus20747-RA	CREB/ATF bZIP transcription factor-like	825	10	2.38E-126	74.11								
[BLASTED]	Ahyacinthus20749-RA	scavenger receptor cysteine-rich domain superfamily protein-like	2358	10	3.82E-152	52.48								
[BLASTED]	Ahyacinthus20739-RA	chitin deacetylase 8-like	1176	10	0	78.51								
[BLASTED]	Ahyacinthus20744-RA	adenosine 3'-phospho 5'-phosphosulfate transporter 1-like	1161	10	0	76.79								
[BLASTED]	Ahyacinthus20746-RA	tafazzin-like isoform X1	1751	10	0	80.59								
[BLASTED]	Ahyacinthus20748-RA	predicted protein	890	10	1.62E-116	85.65								
[BLASTED]	Ahyacinthus20743-RA	gem-associated protein 6-like	694	10	2.47E-131	74.5								
[BLASTED]	Ahyacinthus20752-RA	tauropine dehydrogenase-like isoform X2	843	10	1.91E-134	89.25								
[BLASTED]	Ahyacinthus20753-RA	interferon alpha-inducible protein 27-like protein 2A	399	5	3.55E-12	73.5								
[BLASTED]	Ahyacinthus20756-RA	aprataxin and PNK-like factor	1430	10	0	64.13								
[BLASTED]	Ahyacinthus20757-RA	glutamate carboxypeptidase 2-like	2040	10	4.57E-94	68.12								
[BLASTED]	Ahyacinthus20754-RA	PREDICTED: uncharacterized protein LOC107353972	1617	10	0	77.42								
[BLASTED]	Ahyacinthus20755-RA	PREDICTED: uncharacterized protein LOC107356878	1090	10	0	78.17								
[BLASTED]	Ahyacinthus20758-RA	protein transport protein Sec23A-like	2284	10	0	82.75								
[BLASTED]	Ahyacinthus20759-RA	glutamic acid-rich protein-like	1281	7	0	65.64								
[BLASTED]	Ahyacinthus20762-RA	"3'(2'),5'-bisphosphate nucleotidase 1-like"	864	10	0	75.76								
[BLASTED]	Ahyacinthus20764-RA	mitochondrial substrate carrier family protein G-like	860	10	0	79.05								
[BLASTED]	Ahyacinthus20768-RA	uncharacterized protein LOC114956608	551	9	2.51E-77	69.47								
[BLASTED]	Ahyacinthus20770-RA	neuroblast differentiation-associated protein AHNAK-like	13143	10	0	49.86								
[BLASTED]	Ahyacinthus20766-RA	nischarin-like	1056	10	0	86.27								
[BLASTED]	Ahyacinthus20862-RA	ceramide phosphoethanolamine synthase-like	631	10	4.05E-34	90.18								
[BLASTED]	Ahyacinthus21154-RA	Dynein light chain roadblock-type 2	402	10	1.28E-43	78.74								
[BLASTED]	Ahyacinthus21153-RA	probable G-protein coupled receptor 45	513	10	1.37E-61	74.95								
[BLASTED]	Ahyacinthus21164-RA	zinc phosphodiesterase ELAC protein 1-like	1064	10	0	82.35								
[BLASTED]	Ahyacinthus21155-RA	sodium channel protein 1 brain-like	621	10	1.46E-94	75.59								
[BLASTED]	Ahyacinthus21170-RA	PREDICTED: uncharacterized protein LOC107327414	198	10	1.68E-39	90.86								
[BLASTED]	Ahyacinthus21171-RA	uncharacterized protein LOC114947921	690	10	6.59E-118	91.3								
[BLASTED]	Ahyacinthus21183-RA	protein phosphatase 1 regulatory subunit 37-like	329	8	9.14E-34	89.68								
[BLASTED]	Ahyacinthus21179-RA	barrier-to-autointegration factor-like	432	10	2.43E-40	83.23								
[BLASTED]	Ahyacinthus21181-RA	PREDICTED: uncharacterized protein LOC107334111 isoform X1	854	10	1.35E-150	65.68								
[BLASTED]	Ahyacinthus21191-RA	cyclic AMP-dependent transcription factor ATF-3-like	1268	10	3.65E-86	74.31								
[BLASTED]	Ahyacinthus21186-RA	E3 ubiquitin-protein ligase HECTD1-like isoform X2	2718	10	0	92.94								
[BLASTED]	Ahyacinthus21188-RA	E3 ubiquitin-protein ligase HECTD1-like isoform X2	4084	10	0	89.31								
[BLASTED]	Ahyacinthus21194-RA	uncharacterized protein LOC114951345	999	10	1.58E-139	69.54								
[BLASTED]	Ahyacinthus21201-RA	acid sphingomyelinase-like phosphodiesterase 3b	419	10	2.30E-69	87.52								
[BLASTED]	Ahyacinthus21211-RA	Serine/threonine-protein kinase Nek6	774	10	9.96E-131	83.53								
[BLASTED]	Ahyacinthus21209-RA	tyrosine-protein kinase Fer-like isoform X3	401	10	1.97E-53	56.18								
[BLASTED]	Ahyacinthus21245-RA	cyclin-K-like isoform X2	579	10	2.24E-133	90.5								
[BLASTED]	Ahyacinthus21263-RA	transforming growth factor-beta-induced protein ig-h3-like	2157	10	0	73.84								
[BLASTED]	Ahyacinthus21266-RA	"dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial-like"	435	10	2.62E-79	90.5								
[BLASTED]	Ahyacinthus21267-RA	"dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial-like"	243	10	1.39E-12	92.52								
[BLASTED]	Ahyacinthus21264-RA	monocarboxylate transporter 10-like	1200	10	0	80.42								
[BLASTED]	Ahyacinthus21262-RA	monocarboxylate transporter 10-like	1176	10	0	84.9								
[BLASTED]	Ahyacinthus21274-RA	hypothetical protein AWC38_SpisGene13619	254	1	7.04E-13	79.17								
[BLASTED]	Ahyacinthus21275-RA	coiled-coil domain-containing protein 42 homolog	545	10	1.31E-98	96.35								
[BLASTED]	Ahyacinthus21290-RA	mediator of RNA polymerase II transcription subunit 9-like	874	10	1.41E-69	81.93								
[BLASTED]	Ahyacinthus21305-RA	mitochondrial import inner membrane translocase subunit TIM50-like	970	10	0	72.72								
[BLASTED]	Ahyacinthus21311-RA	LOW QUALITY PROTEIN: uncharacterized protein LOC114962862	5706	10	0	70.31								
[BLASTED]	Ahyacinthus21308-RA	nuclear valosin-containing protein-like	2294	10	0	70.07								
[BLASTED]	Ahyacinthus21309-RA	zinc transporter ZIP9-like isoform X6	714	10	7.93E-104	70.28								
[BLASTED]	Ahyacinthus21334-RA	short-chain collagen C4-like	1977	10	0	87								
[BLASTED]	Ahyacinthus21335-RA	"doublesex and mab-3 related transcription factor 3, truncated-like"	267	5	3.77E-52	67.07								
[BLASTED]	Ahyacinthus21330-RA	doublesex- and mab-3-related transcription factor A2-like	573	10	1.53E-43	58.84								
[BLASTED]	Ahyacinthus21338-RA	alpha-soluble NSF attachment protein-like	954	10	4.71E-165	78.4								
[BLASTED]	Ahyacinthus21339-RA	sodium/calcium exchanger 1-like	1188	10	0	89.94								
[BLASTED]	Ahyacinthus21354-RA	inositol-tetrakisphosphate 1-kinase-like	801	10	2.30E-109	68.26								
[BLASTED]	Ahyacinthus21367-RA	cholesterol uptake protein 1-like isoform X1	2238	10	0	82.09								
[BLASTED]	Ahyacinthus21366-RA	cholesterol uptake protein 1-like isoform X1	2073	10	0	75.12								
[BLASTED]	Ahyacinthus21368-RA	putative serine esterase Mb1866c isoform X1	1838	10	0	70.42								
[BLASTED]	Ahyacinthus21369-RA	neurexin-3 isoform X2	1983	10	0	63.39								
[BLASTED]	Ahyacinthus21386-RA	uncharacterized protein LOC114960747	735	10	4.12E-136	68.71								
[BLASTED]	Ahyacinthus21391-RA	calmodulin-like protein 12	327	10	1.03E-72	93.54								
[BLASTED]	Ahyacinthus21440-RA	G2/M phase-specific E3 ubiquitin-protein ligase-like	1904	10	0	65.93								
[BLASTED]	Ahyacinthus21441-RA	uncharacterized protein LOC122953437	957	2	1.13E-70	59.22								
[BLASTED]	Ahyacinthus21451-RA	N-acetylglucosamine-1-phosphotransferase subunits alpha/beta-like	1314	10	0	83.16								
[BLASTED]	Ahyacinthus21463-RA	PREDICTED: uncharacterized protein LOC107353086	498	6	3.76E-73	70.96								
[BLASTED]	Ahyacinthus21464-RA	apoptosis-resistant E3 ubiquitin protein ligase 1-like	2733	10	0	75.11								
[BLASTED]	Ahyacinthus21471-RA	PREDICTED: uncharacterized protein LOC107353140 isoform X2	1399	6	5.19E-67	82.02								
[BLASTED]	Ahyacinthus21466-RA	uncharacterized aarF domain-containing protein kinase 1-like isoform X2	1440	10	0	75.51								
[BLASTED]	Ahyacinthus21470-RA	sprT-like domain-containing protein Spartan	654	10	3.31E-136	82.74								
[BLASTED]	Ahyacinthus21469-RA	TNF receptor-associated factor 6-like	1094	10	0	68.33								
[BLASTED]	Ahyacinthus21468-RA	sphingolipid delta(4)-desaturase DES1-like	1002	10	0	87.81								
[BLASTED]	Ahyacinthus21467-RA	sphingolipid delta(4)-desaturase DES1-like	973	10	1.10E-172	74.01								
[BLASTED]	Ahyacinthus21473-RA	PREDICTED: uncharacterized protein LOC107353203 isoform X4	357	7	5.24E-40	92.77								
[BLASTED]	Ahyacinthus21484-RA	cytosolic phospholipase A2-like isoform X2	264	3	7.52E-06	68.63								
[BLASTED]	Ahyacinthus21487-RA	annexin A6-like isoform X5	1689	10	0	67.48								
[BLASTED]	Ahyacinthus21488-RA	annexin A6-like isoform X5	303	10	1.89E-14	84.62								
[BLASTED]	Ahyacinthus21490-RA	annexin A13-like	819	10	3.03E-131	81.03								
[BLASTED]	Ahyacinthus21491-RA	annexin A6-like isoform X5	4689	10	0	91.37								
[BLASTED]	Ahyacinthus21493-RA	carbohydrate sulfotransferase 5-like	288	10	1.20E-22	74.99								
[BLASTED]	Ahyacinthus21502-RA	centromere-associated protein E-like	4809	10	0	78.82								
[BLASTED]	Ahyacinthus21503-RA	centromere-associated protein E-like	1005	9	0	78.49								
[BLASTED]	Ahyacinthus21504-RA	centromere-associated protein E-like	1881	10	0	74.01								
[BLASTED]	Ahyacinthus18295-RA	uncharacterized protein LOC114959340	428	7	1.10E-69	70.92								
[BLASTED]	Ahyacinthus18294-RA	forkhead box protein C2-B-like	1137	10	0	82.82								
[BLASTED]	Ahyacinthus18302-RA	"cytochrome b-c1 complex subunit 2, mitochondrial-like"	1558	10	0	61.7								
[BLASTED]	Ahyacinthus18311-RA	predicted protein	511	1	9.60E-26	79.45								
[BLASTED]	Ahyacinthus18301-RA	E3 ubiquitin-protein ligase ZNF598-like	1951	10	0	69.24								
[BLASTED]	Ahyacinthus18336-RA	ATP-binding cassette sub-family A member 5-like isoform X1	594	10	5.22E-122	92.27								
[BLASTED]	Ahyacinthus18337-RA	ATP-binding cassette sub-family A member 5-like isoform X1	2124	10	0	71.39								
[BLASTED]	Ahyacinthus18343-RA	ribonuclease P protein subunit p20-like	368	10	1.23E-66	70.68								
[BLASTED]	Ahyacinthus18347-RA	"dynein heavy chain 3, axonemal-like"	312	10	1.24E-35	93.75								
[BLASTED]	Ahyacinthus18344-RA	methyltransferase-like protein 23	561	10	2.02E-127	78.58								
[BLASTED]	Ahyacinthus18345-RA	CMT1A duplicated region transcript 1 protein-like	930	10	0	74.55								
[BLASTED]	Ahyacinthus18355-RA	nuclear receptor coactivator 1 isoform X1	785	10	2.58E-71	62.73								
[BLASTED]	Ahyacinthus18358-RA	meiotic recombination protein DMC1/LIM15 homolog	675	10	6.57E-114	74.12								
[BLASTED]	Ahyacinthus18383-RA	uncharacterized protein LOC122964833 isoform X1	1041	6	2.43E-98	86.17								
[BLASTED]	Ahyacinthus18403-RA	mitotic spindle assembly checkpoint protein MAD1-like	825	10	6.03E-166	89.43								
[BLASTED]	Ahyacinthus18404-RA	mitotic spindle assembly checkpoint protein MAD1-like	306	10	2.26E-41	81.97								
[BLASTED]	Ahyacinthus18410-RA	ribosome biogenesis protein TSR3 homolog	666	10	1.91E-131	87.02								
[BLASTED]	Ahyacinthus18414-RA	cornifelin homolog	1033	10	7.33E-130	68.93								
[BLASTED]	Ahyacinthus18420-RA	ribonuclease H2 subunit C-like	591	10	6.24E-97	77.9								
[BLASTED]	Ahyacinthus18424-RA	PREDICTED: uncharacterized protein LOC107341581	1356	10	0	72.45								
[BLASTED]	Ahyacinthus18432-RA	protein ADP-ribosylarginine hydrolase-like	300	10	4.86E-62	85.65								
[BLASTED]	Ahyacinthus18433-RA	protein ADP-ribosylarginine hydrolase-like	261	10	4.30E-45	86.28								
[BLASTED]	Ahyacinthus18434-RA	protein ADP-ribosylarginine hydrolase-like	477	10	1.55E-111	83.75								
[BLASTED]	Ahyacinthus18435-RA	GTP-binding protein Di-Ras2-like	534	10	1.94E-125	75.99								
[BLASTED]	Ahyacinthus18440-RA	Transient receptor potential cation channel subfamily V member 4	366	10	2.05E-35	61.85								
[BLASTED]	Ahyacinthus18426-RA	transmembrane protein 104-like	474	10	3.04E-88	71.05								
[BLASTED]	Ahyacinthus18429-RA	arf-GAP with dual PH domain-containing protein 1-like isoform X1	399	10	2.72E-39	67.49								
[BLASTED]	Ahyacinthus18441-RA	calcium-dependent protein kinase C-like	451	10	5.15E-92	86.23								
[BLASTED]	Ahyacinthus18446-RA	Helicase with zinc finger domain 2	1098	10	0	69.02								
[BLASTED]	Ahyacinthus18447-RA	helicase with zinc finger domain 2-like	8851	10	0	81.68								
[BLASTED]	Ahyacinthus18449-RA	Helicase with zinc finger domain 2	849	10	5.76E-128	66.05								
[BLASTED]	Ahyacinthus18450-RA	probable helicase with zinc finger domain	1849	10	2.37E-81	57.6								
[BLASTED]	Ahyacinthus18451-RA	probable helicase with zinc finger domain	792	10	4.96E-113	64.34								
[BLASTED]	Ahyacinthus18463-RA	apolipoprotein L domain-containing protein 1-like	849	10	1.21E-115	74.38								
[BLASTED]	Ahyacinthus18465-RA	nucleoporin GLE1-like	877	10	5.74E-138	74.21								
[BLASTED]	Ahyacinthus18466-RA	ribonuclease H2 subunit A-like	1087	10	0	79.51								
[BLASTED]	Ahyacinthus18469-RA	ankyrin repeat and SAM domain-containing protein 3-like	378	10	4.05E-59	79.75								
[BLASTED]	Ahyacinthus18470-RA	ankyrin repeat and SAM domain-containing protein 3-like	1098	10	0	68.23								
[BLASTED]	Ahyacinthus18458-RA	WD repeat-containing protein 13-like isoform X2	1542	10	0	90.2								
[BLASTED]	Ahyacinthus18472-RA	"indoleamine 2,3-dioxygenase 2-like isoform X1"	2454	10	0	91.72								
[BLASTED]	Ahyacinthus18467-RA	proton-coupled amino acid transporter 1-like isoform X2	489	10	1.17E-73	81.25								
[BLASTED]	Ahyacinthus18475-RA	protein REDUCED WALL ACETYLATION 1-like	1542	10	0	81.11								
[BLASTED]	Ahyacinthus18487-RA	protein phosphatase 1 regulatory subunit 7-like	1313	10	0	70.03								
[BLASTED]	Ahyacinthus18524-RA	hemagglutinin/amebocyte aggregation factor-like	1008	10	5.58E-65	61.7								
[BLASTED]	Ahyacinthus18521-RA	uncharacterized protein LOC122951595	768	10	3.43E-161	79.34								
[BLASTED]	Ahyacinthus18533-RA	splicing factor U2AF 50 kDa subunit-like	805	10	1.91E-105	79.97								
[BLASTED]	Ahyacinthus18525-RA	hemagglutinin/amebocyte aggregation factor-like isoform X1	633	10	9.85E-41	78.42								
[BLASTED]	Ahyacinthus18530-RA	hemagglutinin/amebocyte aggregation factor-like isoform X4	848	10	1.20E-107	85.43								
[BLASTED]	Ahyacinthus18534-RA	arachidonate 5-lipoxygenase-like	1755	10	0	64.82								
[BLASTED]	Ahyacinthus18539-RA	polycystic kidney disease protein 1-like 2	714	10	1.37E-138	76.68								
[BLASTED]	Ahyacinthus18552-RA	Polycystic kidney disease protein 1-like 2	3393	10	0	79.77								
[BLASTED]	Ahyacinthus18829-RA	acid-sensing ion channel 5-like isoform X1	1364	10	0	78.84								
[BLASTED]	Ahyacinthus18835-RA	anoctamin-4-like	2980	10	0	81.12								
[BLASTED]	Ahyacinthus18836-RA	anoctamin-4-like	2604	10	0	81.82								
[BLASTED]	Ahyacinthus18837-RA	anoctamin-4-like isoform X1	2470	10	0	78.26								
[BLASTED]	Ahyacinthus18838-RA	anoctamin-4-like isoform X1	2709	10	0	86.43								
[BLASTED]	Ahyacinthus18840-RA	anoctamin-4-like isoform X1	939	10	0	82.65								
[BLASTED]	Ahyacinthus19002-RA	uncharacterized protein SYNPCC7002_A1628-like isoform X1	932	10	0	88.86								
[BLASTED]	Ahyacinthus19004-RA	Golgi to ER traffic protein 4 homolog	1245	10	7.92E-102	82.73								
[BLASTED]	Ahyacinthus19008-RA	sodium-independent sulfate anion transporter-like isoform X1	750	10	2.11E-158	80.93								
[BLASTED]	Ahyacinthus19012-RA	ER lumen protein-retaining receptor 2-like isoform X2	1605	10	1.50E-148	96.56								
[BLASTED]	Ahyacinthus19013-RA	uncharacterized protein LOC114966956	2457	10	0	74.65								
[BLASTED]	Ahyacinthus19020-RA	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C-like isoform X2	219	3	3.51E-34	81.26								
[BLASTED]	Ahyacinthus19026-RA	nuclear pore complex protein Nup85-like	1584	10	0	72.43								
[BLASTED]	Ahyacinthus19030-RA	"beta-1,4-N-acetylgalactosaminyltransferase 3-like"	1137	10	0	90.11								
[BLASTED]	Ahyacinthus19033-RA	Bloom syndrome protein-like	945	10	8.31E-115	78.41								
[BLASTED]	Ahyacinthus19036-RA	transcription factor SPT20 homolog	720	10	5.34E-59	97.6								
[BLASTED]	Ahyacinthus19034-RA	PREDICTED: uncharacterized protein LOC107345372	2475	10	0	68.11								
[BLASTED]	Ahyacinthus19035-RA	Transposon Ty3-I Gag-Pol polyprotein	1430	10	0	89.01								
[BLASTED]	Ahyacinthus19032-RA	lymphocyte antigen 6H-like	415	10	3.81E-59	78.34								
[BLASTED]	Ahyacinthus19051-RA	UPF0746 protein DDB_G0281095-like	357	10	9.87E-55	67.94								
[BLASTED]	Ahyacinthus19046-RA	PREDICTED: uncharacterized protein LOC107340437	747	10	6.17E-117	62.52								
[BLASTED]	Ahyacinthus19068-RA	uncharacterized protein LOC111342465	531	10	4.00E-69	73.34								
[BLASTED]	Ahyacinthus19060-RA	protein ANTAGONIST OF LIKE HETEROCHROMATIN PROTEIN 1-like	1017	10	8.92E-112	92.35								
[BLASTED]	Ahyacinthus19061-RA	protein PML-like	959	10	5.20E-93	73.34								
[BLASTED]	Ahyacinthus19066-RA	Retrovirus-related Pol polyprotein	807	10	5.59E-127	73.59								
[BLASTED]	Ahyacinthus19077-RA	protein ENL-like	1209	10	4.00E-169	64.62								
[BLASTED]	Ahyacinthus19072-RA	PREDICTED: uncharacterized protein LOC107332450	738	10	1.42E-63	61.3								
[BLASTED]	Ahyacinthus19071-RA	PREDICTED: uncharacterized protein LOC107342087	213	3	1.46E-04	53.98								
[BLASTED]	Ahyacinthus19078-RA	uncharacterized protein LOC114951935	639	10	5.50E-147	71.59								
[BLASTED]	Ahyacinthus19087-RA	putative leucine-rich repeat-containing protein DDB_G0290503	1835	10	0	91.39								
[BLASTED]	Ahyacinthus19088-RA	putative leucine-rich repeat-containing protein DDB_G0290503	1534	10	0	81.65								
[BLASTED]	Ahyacinthus19089-RA	DNA-directed RNA polymerase III subunit RPC5-like isoform X2	713	10	7.20E-22	61.04								
[BLASTED]	Ahyacinthus19104-RA	chromosome transmission fidelity protein 18 homolog	2999	10	0	72.31								
[BLASTED]	Ahyacinthus19169-RA	PREDICTED: uncharacterized protein LOC107352303	231	4	2.12E-19	84.76								
[BLASTED]	Ahyacinthus19171-RA	uncharacterized protein LOC122964568	408	10	9.35E-69	67.42								
[BLASTED]	Ahyacinthus19176-RA	PREDICTED: uncharacterized protein LOC107351359	300	10	8.22E-33	76.55								
[BLASTED]	Ahyacinthus19173-RA	TNF receptor-associated factor 5-like	1128	10	0	64.78								
[BLASTED]	Ahyacinthus19185-RA	PREDICTED: uncharacterized protein LOC107334240 isoform X2	189	2	7.52E-11	77.27								
[BLASTED]	Ahyacinthus19188-RA	PREDICTED: uncharacterized protein LOC107334245	186	10	1.26E-11	78.06								
[BLASTED]	Ahyacinthus19180-RA	TNF receptor-associated factor 5-like isoform X2	579	10	2.49E-68	70.7								
[BLASTED]	Ahyacinthus19189-RA	RNA-directed DNA polymerase from mobile element jockey	1383	10	0	63.23								
[BLASTED]	Ahyacinthus19769-RA	uncharacterized protein LOC114974209	744	10	3.18E-116	74.62								
[BLASTED]	Ahyacinthus19774-RA	BTB and MATH domain-containing protein 38-like	830	10	0	74.37								
[BLASTED]	Ahyacinthus19779-RA	ankyrin repeat and BTB/POZ domain-containing protein BTBD11-like isoform X1	2001	10	0	70.79								
[BLASTED]	Ahyacinthus19777-RA	sodium-coupled monocarboxylate transporter 1-like	750	10	1.53E-154	74.12								
[BLASTED]	Ahyacinthus19778-RA	sodium-coupled monocarboxylate transporter 1-like	759	10	6.59E-129	76.99								
[BLASTED]	Ahyacinthus19782-RA	1-aminocyclopropane-1-carboxylate synthase-like protein 1 isoform X1	1456	10	0	58.51								
[BLASTED]	Ahyacinthus19784-RA	glutamine amidotransferase-like class 1 domain-containing protein 1	843	10	5.22E-87	69.89								
[BLASTED]	Ahyacinthus19788-RA	PREDICTED: uncharacterized protein LOC107349502	507	1	1.54E-113	94.05								
